,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
11,2014,5154,Parma,Cesena,Parma,0,0,0.0,0.0,0,2014-08-31 19:45:00
36,2014,5117,Parma,Parma,AC Milan,0,1,0.438551,1.09417,90,2014-09-14 19:45:00
45,2014,5121,Parma,Chievo,Parma,4,6,1.868741,4.87211,180,2014-09-21 11:30:00
74,2014,5136,Parma,Parma,Roma,7,8,2.80297,6.22132,270,2014-09-24 19:45:00
97,2014,5147,Parma,Udinese,Parma,8,10,3.1376530000000002,7.04673,360,2014-09-29 18:00:00
106,2014,5072,Parma,Parma,Genoa,10,14,4.997823,8.1021,450,2014-10-05 14:00:00
131,2014,5084,Parma,Atalanta,Parma,11,16,6.202453,9.87534,540,2014-10-19 14:00:00
142,2014,5090,Parma,Parma,Sassuolo,11,17,6.509111,11.24908,630,2014-10-25 17:00:00
163,2014,5100,Parma,Torino,Parma,12,20,7.273065,12.89191,720,2014-10-29 19:45:00
184,2014,5032,Parma,Parma,Inter,12,21,7.967333,14.22613,810,2014-11-01 19:45:00
211,2014,5045,Parma,Juventus,Parma,14,21,9.645123,14.75113,900,2014-11-09 14:00:00
230,2014,5055,Parma,Parma,Empoli,14,28,9.782824,16.87535,990,2014-11-23 14:00:00
249,2014,5064,Parma,Palermo,Parma,14,30,10.590265,17.721987000000002,1080,2014-11-30 14:00:00
268,2014,5004,Parma,Parma,Lazio,15,32,12.005165,19.159567000000003,1170,2014-12-07 14:00:00
288,2014,5014,Parma,Parma,Cagliari,16,34,13.340665,20.936727,1260,2014-12-14 14:00:00
303,2014,5021,Parma,Napoli,Parma,16,34,13.574850999999999,21.603175,1350,2014-12-18 20:00:00
328,2014,4961,Parma,Parma,Fiorentina,16,36,13.678493,24.211205,1440,2015-01-06 14:00:00
353,2014,4973,Parma,Verona,Parma,17,36,14.689212999999999,27.036035,1530,2015-01-11 14:00:00
374,2014,4984,Parma,Parma,Sampdoria,18,39,15.155295999999998,29.506275,1620,2015-01-18 14:00:00
388,2014,4991,Parma,Parma,Cesena,18,41,16.089091999999997,32.104434999999995,1710,2015-01-25 14:00:00
419,2014,4926,Parma,AC Milan,Parma,19,43,17.090391999999998,32.869029,1800,2015-02-01 19:45:00
438,2014,4936,Parma,Parma,Chievo,20,46,18.472831999999997,34.917629,1890,2015-02-11 17:00:00
453,2014,4943,Parma,Roma,Parma,20,47,19.214847999999996,36.639658999999995,1980,2015-02-15 14:00:00
506,2014,4894,Parma,Parma,Atalanta,20,47,19.320112999999996,38.05162899999999,2070,2015-03-08 14:00:00
523,2014,4902,Parma,Sassuolo,Parma,20,47,19.876797999999997,38.274044999999994,2160,2015-03-15 14:00:00
554,2014,4918,Parma,Parma,Torino,21,51,20.212072999999997,40.690194999999996,2250,2015-03-22 19:45:00
559,2014,4830,Parma,Inter,Parma,21,53,20.950214999999996,42.399145,2340,2015-04-04 14:00:00
576,2014,4839,Parma,Parma,Udinese,22,54,21.493178999999998,43.455794999999995,2430,2015-04-08 17:30:00
580,2014,4841,Parma,Parma,Juventus,23,54,22.714388999999997,43.999492999999994,2520,2015-04-11 17:00:00
599,2014,4850,Parma,Genoa,Parma,24,54,23.033755999999997,44.91385499999999,2610,2015-04-15 17:30:00
609,2014,4855,Parma,Empoli,Parma,24,56,23.629132,47.69753499999999,2700,2015-04-19 14:00:00
626,2014,4864,Parma,Parma,Palermo,26,58,24.657632,48.76742499999999,2790,2015-04-26 14:00:00
645,2014,4873,Parma,Lazio,Parma,27,58,25.772702,50.569774999999986,2880,2015-04-29 19:45:00
677,2014,4787,Parma,Cagliari,Parma,27,62,26.184231,52.43995499999998,2970,2015-05-04 19:45:00
692,2014,4795,Parma,Parma,Napoli,27,66,27.176215,54.52630499999999,3060,2015-05-10 17:00:00
717,2014,4807,Parma,Fiorentina,Parma,29,68,28.476595,55.979354999999984,3150,2015-05-18 18:00:00
726,2014,4812,Parma,Parma,Verona,29,71,29.645135,57.932254999999984,3240,2015-05-24 14:00:00
747,2014,4822,Parma,Sampdoria,Parma,31,73,30.748745,59.34912499999999,3330,2015-05-31 19:45:00
