,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
85,2017,7502,3387,Nicolas N&#039;Koulou,a,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2017,7511,3387,Nicolas N&#039;Koulou,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,2017,7520,3387,Nicolas N&#039;Koulou,a,DC,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,2017,7538,3387,Nicolas N&#039;Koulou,h,DC,270.0,0.0,0.0,1.0,0.0,0.0,0.0827402397990226,0.0,0.0,0.248220719397068,0.0
1139,2017,7548,3387,Nicolas N&#039;Koulou,a,DC,360.0,0.0,0.0,1.0,0.0,0.0,0.0827402397990226,0.0,0.0,0.248220719397068,0.0
1209,2017,7554,3387,Nicolas N&#039;Koulou,a,DC,450.0,0.0,0.0,1.0,0.0,0.0,0.0827402397990226,0.0,0.0,0.248220719397068,0.0
1555,2017,7567,3387,Nicolas N&#039;Koulou,h,DC,540.0,0.0,0.0,1.0,0.0,0.0,0.0827402397990226,0.0127842091023921,0.0,0.2610049284994601,0.0
1753,2017,7571,3387,Nicolas N&#039;Koulou,a,DC,630.0,0.0,0.0,1.0,0.0,0.0,0.0827402397990226,0.0127842091023921,0.0,0.2610049284994601,0.0
2001,2017,7587,3387,Nicolas N&#039;Koulou,h,DC,720.0,0.0,0.0,2.0,0.0,0.0,0.2094437852501868,0.055821049958467296,0.0,0.6841524057090281,0.0
2225,2017,7593,3387,Nicolas N&#039;Koulou,a,DC,810.0,0.0,0.0,2.0,0.0,0.0,0.2094437852501868,0.055821049958467296,0.0,0.6841524057090281,0.0
2520,2017,7607,3387,Nicolas N&#039;Koulou,h,DC,900.0,0.0,0.0,2.0,0.0,0.0,0.2094437852501868,0.055821049958467296,0.0,0.6841524057090281,0.0
2622,2017,7615,3387,Nicolas N&#039;Koulou,a,DC,990.0,0.0,0.0,2.0,0.0,0.0,0.2094437852501868,0.055821049958467296,0.0,0.6841524057090281,0.0
2911,2017,7627,3387,Nicolas N&#039;Koulou,h,DC,1080.0,0.0,0.0,2.0,0.0,0.0,0.2094437852501868,0.055821049958467296,0.0,0.6841524057090281,0.0
