,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
646,2017,7520,1126,M&#039;Baye Niang,a,AML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,2017,7538,1126,M&#039;Baye Niang,h,AML,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404899083077907,0.0,0.0404899083077907,0.0
1145,2017,7548,1126,M&#039;Baye Niang,a,AML,147.0,0.0,1.0,1.0,0.0,0.0,0.3356344401836395,0.0787843503057956,1.0,1.0856876708567142,1.0
1215,2017,7554,1126,M&#039;Baye Niang,a,AML,224.0,0.0,1.0,3.0,0.0,0.0,0.4846823066473007,0.2067577727138995,1.0,1.6608046926558018,0.0
1562,2017,7567,1126,M&#039;Baye Niang,h,AML,296.0,0.0,1.0,3.0,0.0,0.0,0.4846823066473007,0.2281334623694418,1.0,1.6821803823113441,0.0
1760,2017,7571,1126,M&#039;Baye Niang,a,AML,372.0,1.0,1.0,5.0,0.0,0.0,0.7912238091230392,0.2281334623694418,4.0,2.6018048897385597,3.0
2008,2017,7587,1126,M&#039;Baye Niang,h,AML,462.0,1.0,1.0,10.0,0.0,0.0,1.2880807965993881,0.3532265350222585,4.0,4.217468924820423,0.0
2232,2017,7593,1126,M&#039;Baye Niang,a,AML,536.0,1.0,1.0,11.0,1.0,0.0,1.326726395636797,0.4334092512726781,4.0,3.9135884381830692,0.0
2919,2017,7627,1126,M&#039;Baye Niang,h,Sub,626.0,1.0,1.0,12.0,1.0,0.0,1.7306528575718403,0.4334092512726781,4.0,5.125367823988199,0.0
3132,2017,7636,1126,M&#039;Baye Niang,a,FWR,648.0,1.0,1.0,13.0,2.0,0.0,1.763809185475111,0.4334092512726781,4.0,4.724836807698011,0.0
3725,2017,7668,1126,M&#039;Baye Niang,h,Sub,726.0,1.0,1.0,13.0,2.0,0.0,1.763809185475111,0.4334092512726781,4.0,4.724836807698011,0.0
4085,2017,7677,1126,M&#039;Baye Niang,a,FWL,751.0,1.0,1.0,13.0,2.0,0.0,1.763809185475111,0.4334092512726781,4.0,4.724836807698011,0.0
4331,2017,7688,1126,M&#039;Baye Niang,h,FW,820.0,1.0,1.0,15.0,2.0,0.0,1.8248832672834396,0.563620142638683,4.0,5.038269944489002,0.0
4444,2017,7690,1126,M&#039;Baye Niang,h,FW,910.0,1.0,1.0,23.0,2.0,0.0,2.4637164920568466,0.5893120579421517,4.0,6.980461534112692,0.0
4776,2017,7708,1126,M&#039;Baye Niang,a,FW,994.0,2.0,1.0,28.0,2.0,0.0,3.37318317592144,0.6588279716670509,7.0,9.778377499431372,3.0
4926,2017,7710,1126,M&#039;Baye Niang,h,FW,1079.0,2.0,1.0,30.0,2.0,0.0,3.4381974041461945,0.6588279716670509,7.0,9.973420184105635,0.0
5151,2017,7728,1126,M&#039;Baye Niang,a,FW,1145.0,3.0,1.0,34.0,3.0,0.0,3.6828672885894775,0.6588279716670509,10.0,10.207429837435484,3.0
5561,2017,7738,1126,M&#039;Baye Niang,h,FWL,1221.0,3.0,1.0,38.0,4.0,0.0,4.105983227491379,0.7045459747314449,10.0,11.022495657205582,0.0
5678,2017,7746,1126,M&#039;Baye Niang,h,Sub,1295.0,3.0,1.0,40.0,4.0,0.0,4.17775472253561,0.7045459747314449,10.0,11.237810142338276,0.0
5945,2017,7750,1126,M&#039;Baye Niang,a,FWL,1328.0,3.0,1.0,41.0,4.0,0.0,4.201711421832442,0.717749373055994,10.0,11.322883638553321,0.0
6129,2017,7777,1126,M&#039;Baye Niang,a,Sub,1418.0,4.0,1.0,44.0,4.0,0.0,4.74190223775804,0.8302583778277034,13.0,13.055965091101825,3.0
6513,2017,7783,1126,M&#039;Baye Niang,h,Sub,1440.0,4.0,1.0,45.0,4.0,0.0,4.767198903486133,0.8302583778277034,13.0,13.131855088286102,0.0
8346,2017,7858,1126,M&#039;Baye Niang,a,FW,1468.0,4.0,1.0,46.0,5.0,0.0,4.785154620185494,0.8302583778277034,13.0,12.685722238384187,0.0
