,season,matchId,player,target
0,2014,5149,Nicolas Frey,0.0
1,2014,5149,Dario Dainelli,0.0
2,2014,5149,Bostjan Cesar,0.0
3,2014,5149,Cristiano Biraghi,0.0
4,2014,5149,Mariano Izco,0.0
5,2014,5149,Perparim Hetemaj,0.0
6,2014,5149,Thomas Mangani,0.0
7,2014,5149,Ezequiel Schelotto,0.0
8,2014,5149,Valter Birsa,0.0
9,2014,5149,Maxi López,0.0
10,2014,5149,Isaac Cofie,0.0
11,2014,5149,Alberto Paloschi,0.0
12,2014,5149,Ivan Radovanovic,0.0
13,2014,5149,Angelo Ogbonna,0.0
14,2014,5149,Martín Cáceres,0.0
15,2014,5149,Leonardo Bonucci,0.0
16,2014,5149,Stephan Lichtsteiner,0.0
17,2014,5149,Kwadwo Asamoah,0.0
18,2014,5149,Claudio Marchisio,0.0
19,2014,5149,Arturo Vidal,0.0
20,2014,5149,Paul Pogba,0.0
21,2014,5149,Carlos Tévez,0.0
22,2014,5149,Kingsley Coman,0.0
23,2014,5149,Fernando Llorente,0.0
24,2014,5150,Vasilis Torosidis,0.0
25,2014,5150,Kostas Manolas,0.0
26,2014,5150,Davide Astori,0.0
27,2014,5150,Ashley Cole,0.0
28,2014,5150,Radja Nainggolan,4.0
29,2014,5150,Miralem Pjanic,0.0
30,2014,5150,Daniele De Rossi,0.0
31,2014,5150,Juan Iturbe,0.0
32,2014,5150,Francesco Totti,0.0
33,2014,5150,Gervinho,3.0
34,2014,5150,Alessandro Florenzi,0.0
35,2014,5150,Seydou Keita,0.0
36,2014,5150,Nenad Tomovic,0.0
37,2014,5150,Gonzalo Rodríguez,0.0
38,2014,5150,Stefan Savic,0.0
39,2014,5150,Marcos Alonso,0.0
40,2014,5150,Joshua Brillante,0.0
41,2014,5150,David Pizarro,0.0
42,2014,5150,Borja Valero,0.0
43,2014,5150,Juan Vargas,0.0
44,2014,5150,Mario Gomez,0.0
45,2014,5150,Khouma Babacar,0.0
46,2014,5150,Alberto Aquilani,0.0
47,2014,5150,Josip Ilicic,0.0
48,2014,5150,Joaquín,0.0
49,2014,5151,Davide Zappacosta,0.0
50,2014,5151,Yohan Benalouane,0.0
51,2014,5151,Giuseppe Biava,0.0
52,2014,5151,Boukary Dramé,0.0
53,2014,5151,Marcelo Estigarribia,0.0
54,2014,5151,Luca Cigarini,0.0
55,2014,5151,Carlos Carmona,0.0
56,2014,5151,Giacomo Bonaventura,0.0
57,2014,5151,Maximiliano Moralez,0.0
58,2014,5151,Germán Denis,0.0
59,2014,5151,Richmond Boakye,0.0
60,2014,5151,Rolando Bianchi,0.0
61,2014,5151,Ivan Martic,0.0
62,2014,5151,Vangelis Moras,0.0
63,2014,5151,Rafael Márquez,0.0
64,2014,5151,Alessandro Agostini,0.0
65,2014,5151,Panagiotis Tachtsidis,0.0
66,2014,5151,Emil Hallfredsson,0.0
67,2014,5151,Mounir Obbadi,0.0
68,2014,5151,Juanito Gómez,0.0
69,2014,5151,Luca Toni,0.0
70,2014,5151,Bosko Jankovic,0.0
71,2014,5151,Lazaros Christodoulopoulos,0.0
72,2014,5151,Artur Ionita,0.0
73,2014,5152,Ignazio Abate,1.0
74,2014,5152,Alex,0.0
75,2014,5152,Cristian Zapata,0.0
76,2014,5152,Daniele Bonera,0.0
77,2014,5152,Nigel de Jong,0.0
78,2014,5152,Sulley Muntari,3.0
79,2014,5152,Andrea Poli,0.0
80,2014,5152,Keisuke Honda,3.0
81,2014,5152,Jérémy Menez,3.0
82,2014,5152,Stephan El Shaarawy,1.0
83,2014,5152,Michael Essien,0.0
84,2014,5152,Dusan Basta,0.0
85,2014,5152,Lorik Cana,0.0
86,2014,5152,Stefan de Vrij,0.0
87,2014,5152,Stefan Radu,0.0
88,2014,5152,Lucas Biglia,0.0
89,2014,5152,Senad Lulic,0.0
90,2014,5152,Marco Parolo,0.0
91,2014,5152,Antonio Candreva,0.0
92,2014,5152,Miroslav Klose,0.0
93,2014,5152,Keita,0.0
94,2014,5152,Felipe Anderson,0.0
95,2014,5152,Stefano Mauri,0.0
96,2014,5152,Filip Djordjevic,0.0
97,2014,5153,Eros Pisano,0.0
98,2014,5153,Sinisa Andjelkovic,0.0
99,2014,5153,Ezequiel Muñoz,0.0
100,2014,5153,Claudio Terzi,0.0
101,2014,5153,Fabio Daprelà,0.0
102,2014,5153,Luca Rigoni,0.0
103,2014,5153,Edgar Barreto,1.0
104,2014,5153,Francesco Bolzoni,0.0
105,2014,5153,Franco Vázquez,0.0
106,2014,5153,Paulo Dybala,3.0
107,2014,5153,Granddi N&#039;Goyi,0.0
108,2014,5153,Lorenzo De Silvestri,1.0
109,2014,5153,Daniele Gastaldello,3.0
110,2014,5153,Vasco Regini,0.0
111,2014,5153,Fabrizio Cacciatore,0.0
112,2014,5153,Angelo Palombo,0.0
113,2014,5153,Roberto Soriano,0.0
114,2014,5153,Pedro Obiang,0.0
115,2014,5153,Gianluca Sansone,0.0
116,2014,5153,Stefano Okaka,0.0
117,2014,5153,Éder,0.0
118,2014,5153,Nenad Krsticic,0.0
119,2014,5153,Matías Silvestre,0.0
120,2014,5154,Daniele Capelli,0.0
121,2014,5154,Stefano Lucchini,0.0
122,2014,5154,Massimo Volta,0.0
123,2014,5154,Francesco Renzetti,0.0
124,2014,5154,Emmanuel Cascione,0.0
125,2014,5154,Manuel Coppola,0.0
126,2014,5154,Giuseppe De Feudis,0.0
127,2014,5154,Franco Brienza,1.0
128,2014,5154,Alejandro Rodriguez,3.0
129,2014,5154,Guido Marilungo,0.0
130,2014,5154,Luca Garritano,0.0
131,2014,5154,Mattia Cassani,0.0
132,2014,5154,Alessandro Lucarelli,0.0
133,2014,5154,Gabriel Paletta,0.0
134,2014,5154,Massimo Gobbi,0.0
135,2014,5154,Francesco Lodi,0.0
136,2014,5154,Cristóbal Jorquera,0.0
137,2014,5154,Afriyie Acquah,0.0
138,2014,5154,Jonathan Biabiany,0.0
139,2014,5154,Raffaele Palladino,0.0
140,2014,5154,Ishak Belfodil,0.0
141,2014,5154,Massimo Coda,0.0
142,2014,5154,Amauri,0.0
143,2014,5155,Nicolas Burdisso,0.0
144,2014,5155,Sebastien De Maio,0.0
145,2014,5155,Giovanni Marchese,1.0
146,2014,5155,Edenilson,0.0
147,2014,5155,Stefano Sturaro,0.0
148,2014,5155,Tomás Rincón,0.0
149,2014,5155,Luca Antonelli,0.0
150,2014,5155,Diego Perotti,0.0
151,2014,5155,Mauricio Pinilla,3.0
152,2014,5155,Juraj Kucka,0.0
153,2014,5155,Iago Falque,0.0
154,2014,5155,Antonino Ragusa,0.0
155,2014,5155,Christian Maggio,0.0
156,2014,5155,Kalidou Koulibaly,0.0
157,2014,5155,Raúl Albiol,0.0
158,2014,5155,Juan Zuñiga,1.0
159,2014,5155,Jorginho,0.0
160,2014,5155,Gökhan Inler,0.0
161,2014,5155,José Callejón,3.0
162,2014,5155,Marek Hamsik,0.0
163,2014,5155,Lorenzo Insigne,0.0
164,2014,5155,Gonzalo Higuaín,1.0
165,2014,5155,Dries Mertens,0.0
166,2014,5155,Jonathan de Guzmán,3.0
167,2014,5156,Marcello Gazzola,0.0
168,2014,5156,Luca Antei,0.0
169,2014,5156,Lorenzo Ariaudo,0.0
170,2014,5156,Federico Peluso,0.0
171,2014,5156,Simone Missiroli,0.0
172,2014,5156,Davide Biondini,0.0
173,2014,5156,Francesco Magnanelli,0.0
174,2014,5156,Domenico Berardi,1.0
175,2014,5156,Simone Zaza,3.0
176,2014,5156,Nicola Sansone,0.0
177,2014,5156,Antonio Floro Flores,0.0
