,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
175,2016,938,1523,Danilo D&#039;Ambrosio,a,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2016,943,1523,Danilo D&#039;Ambrosio,h,DR,90.0,0.0,0.0,1.0,1.0,0.0,0.0674103200435638,0.0,0.0,-0.2977690398693084,0.0
644,2016,958,1523,Danilo D&#039;Ambrosio,a,DR,180.0,0.0,0.0,3.0,1.0,0.0,0.1148478649556636,0.0325064584612846,0.0,-0.12294994667172432,0.0
872,2016,968,1523,Danilo D&#039;Ambrosio,h,DR,270.0,0.0,0.0,6.0,1.0,0.0,0.2825825177133082,0.0325064584612846,0.0,0.38025401160120964,0.0
1003,2016,973,1523,Danilo D&#039;Ambrosio,a,DR,360.0,0.0,0.0,7.0,1.0,0.0,0.294000052846968,0.0325064584612846,0.0,0.41450661700218916,0.0
2738,2016,2753,1523,Danilo D&#039;Ambrosio,h,DR,450.0,0.0,0.0,8.0,1.0,0.0,0.3953287461772559,0.0325064584612846,0.0,0.718492696993053,0.0
3030,2016,2765,1523,Danilo D&#039;Ambrosio,a,DR,540.0,0.0,0.0,11.0,1.0,0.0,0.4774022707715628,0.049241680651903104,0.0,0.9814484929665923,0.0
3253,2016,2775,1523,Danilo D&#039;Ambrosio,h,DR,630.0,0.0,0.0,12.0,1.0,0.0,0.52969750855118,0.2549796290695666,0.0,1.3440721547231078,0.0
3289,2016,3066,1523,Danilo D&#039;Ambrosio,a,DR,720.0,0.0,0.0,12.0,1.0,0.0,0.52969750855118,0.3974096514284609,0.0,1.4865021770820022,0.0
3674,2016,3083,1523,Danilo D&#039;Ambrosio,h,DC,810.0,0.0,0.0,12.0,1.0,0.0,0.52969750855118,0.3974096514284609,0.0,1.4865021770820022,0.0
3874,2016,3090,1523,Danilo D&#039;Ambrosio,a,DR,900.0,0.0,0.0,12.0,1.0,0.0,0.52969750855118,0.3974096514284609,0.0,1.4865021770820022,0.0
4029,2016,3098,1523,Danilo D&#039;Ambrosio,h,DR,990.0,0.0,0.0,12.0,1.0,0.0,0.52969750855118,0.3974096514284609,0.0,1.4865021770820022,0.0
4245,2016,3522,1523,Danilo D&#039;Ambrosio,a,DR,1080.0,0.0,1.0,12.0,1.0,0.0,0.52969750855118,0.7633478082716463,1.0,1.8524403339251876,1.0
4415,2016,3531,1523,Danilo D&#039;Ambrosio,h,DR,1170.0,0.0,1.0,13.0,1.0,0.0,0.5422524027526375,0.7633478082716463,1.0,1.89010501652956,0.0
4681,2016,3543,1523,Danilo D&#039;Ambrosio,a,DR,1260.0,0.0,1.0,14.0,1.0,0.0,0.5823407024145122,1.3407632149755953,1.0,2.5877853222191334,0.0
4875,2016,3551,1523,Danilo D&#039;Ambrosio,h,DR,1350.0,0.0,1.0,14.0,2.0,0.0,0.5823407024145122,1.432841535657644,1.0,2.179863642901182,0.0
5302,2016,3568,1523,Danilo D&#039;Ambrosio,a,ML,1436.0,1.0,1.0,15.0,2.0,0.0,1.0247424989938732,1.432841535657644,4.0,3.507069032639265,3.0
