,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
127,2016,936,1502,Marco D&#039;Alessandro,h,Sub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2016,944,1502,Marco D&#039;Alessandro,a,DMR,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3690149188041687,0.0,0.3690149188041687,0.0
614,2016,957,1502,Marco D&#039;Alessandro,h,FWR,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42156502604484547,0.0,0.42156502604484547,0.0
849,2016,966,1502,Marco D&#039;Alessandro,a,Sub,228.0,0.0,0.0,2.0,0.0,0.0,0.1446851640939712,0.5532539337873458,0.0,0.9873094260692595,0.0
1144,2016,979,1502,Marco D&#039;Alessandro,h,AML,270.0,0.0,0.0,2.0,0.0,0.0,0.1446851640939712,0.5862565003335475,0.0,1.0203119926154611,0.0
2294,2016,3287,1502,Marco D&#039;Alessandro,a,Sub,336.0,0.0,0.0,6.0,0.0,0.0,0.8813207894563675,0.5862565003335475,0.0,3.23021886870265,0.0
2398,2016,3292,1502,Marco D&#039;Alessandro,h,Sub,370.0,0.0,0.0,7.0,0.0,0.0,0.9087242633104324,0.5862565003335475,0.0,3.312429290264845,0.0
2984,2016,2763,1502,Marco D&#039;Alessandro,h,Sub,393.0,0.0,0.0,7.0,0.0,0.0,0.9087242633104324,0.6869404949247836,0.0,3.413113284856081,0.0
3324,2016,3067,1502,Marco D&#039;Alessandro,a,Sub,432.0,0.0,0.0,8.0,0.0,0.0,0.9279416147619486,0.7990124188363551,0.0,3.582837263122201,0.0
4014,2016,3097,1502,Marco D&#039;Alessandro,h,Sub,447.0,0.0,1.0,8.0,0.0,0.0,0.9279416147619486,0.8661811985075472,1.0,3.650006042793393,1.0
6143,2016,3603,1502,Marco D&#039;Alessandro,h,AMC,478.0,1.0,1.0,9.0,1.0,0.0,1.641122156754136,1.0014942325651643,4.0,5.424860702827573,3.0
6389,2016,3612,1502,Marco D&#039;Alessandro,a,Sub,525.0,1.0,1.0,10.0,2.0,0.0,1.7715042773634195,1.0014942325651643,4.0,5.316007064655423,0.0
7035,2016,3650,1502,Marco D&#039;Alessandro,h,Sub,546.0,1.0,1.0,10.0,2.0,0.0,1.7715042773634195,1.0014942325651643,4.0,5.316007064655423,0.0
7287,2016,3652,1502,Marco D&#039;Alessandro,a,Sub,579.0,1.0,1.0,10.0,2.0,0.0,1.7715042773634195,1.1365453489124773,4.0,5.451058181002736,0.0
7488,2016,3662,1502,Marco D&#039;Alessandro,h,Sub,615.0,1.0,1.0,10.0,2.0,0.0,1.7715042773634195,1.1365453489124773,4.0,5.451058181002736,0.0
8012,2016,3682,1502,Marco D&#039;Alessandro,a,Sub,640.0,1.0,1.0,10.0,2.0,0.0,1.7715042773634195,1.1365453489124773,4.0,5.451058181002736,0.0
