,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
703,2014,5128,1523,Danilo D&#039;Ambrosio,a,DMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,2014,5145,1523,Danilo D&#039;Ambrosio,h,Sub,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,2014,5077,1523,Danilo D&#039;Ambrosio,a,DMR,104.0,0.0,0.0,2.0,0.0,0.0,0.0550785325467586,0.0609381906688213,0.0,0.2261737883090973,0.0
3508,2014,5019,1523,Danilo D&#039;Ambrosio,a,DR,194.0,0.0,0.0,4.0,1.0,0.0,0.19649144634604448,0.0928619801998138,0.0,0.1823363192379475,0.0
3729,2014,5029,1523,Danilo D&#039;Ambrosio,h,DR,284.0,0.0,1.0,5.0,1.0,0.0,0.23275582119822488,0.2158133164048194,1.0,0.41408077999949455,1.0
3977,2014,4966,1523,Danilo D&#039;Ambrosio,a,DL,374.0,0.0,2.0,5.0,2.0,0.0,0.23275582119822488,0.8634706512093543,2.0,0.5617381148040295,1.0
4035,2014,4969,1523,Danilo D&#039;Ambrosio,h,DL,464.0,0.0,2.0,5.0,3.0,0.0,0.23275582119822488,0.9062674902379511,2.0,0.10453495383262634,0.0
4234,2014,4977,1523,Danilo D&#039;Ambrosio,a,DL,554.0,0.0,2.0,5.0,3.0,0.0,0.23275582119822488,0.9062674902379511,2.0,0.10453495383262634,0.0
4590,2014,4993,1523,Danilo D&#039;Ambrosio,h,DR,644.0,0.0,2.0,5.0,3.0,0.0,0.23275582119822488,0.9062674902379511,2.0,0.10453495383262634,0.0
5978,2014,4896,1523,Danilo D&#039;Ambrosio,a,DL,702.0,0.0,2.0,5.0,4.0,0.0,0.23275582119822488,0.9278738256543871,2.0,-0.37385871075093746,0.0
6176,2014,4905,1523,Danilo D&#039;Ambrosio,h,DR,792.0,0.0,2.0,6.0,4.0,0.0,0.2680935077369211,0.9278738256543871,2.0,-0.26784565113484865,0.0
6400,2014,4914,1523,Danilo D&#039;Ambrosio,a,DR,882.0,0.0,2.0,9.0,4.0,0.0,0.4159477613866327,0.9914235901087518,2.0,0.23926687426865095,0.0
6817,2014,4842,1523,Danilo D&#039;Ambrosio,a,DR,972.0,0.0,2.0,9.0,5.0,0.0,0.4159477613866327,1.019872166216373,2.0,-0.23228454962372785,0.0
7207,2014,4859,1523,Danilo D&#039;Ambrosio,h,DR,1062.0,0.0,2.0,9.0,5.0,0.0,0.4159477613866327,1.4952660575509067,2.0,0.24310934171080584,0.0
7277,2014,4862,1523,Danilo D&#039;Ambrosio,h,DR,1152.0,0.0,2.0,10.0,6.0,0.0,0.4390947706997392,1.5114650391042228,2.0,-0.17125064879655844,0.0
7498,2014,4871,1523,Danilo D&#039;Ambrosio,a,DR,1242.0,0.0,2.0,10.0,6.0,0.0,0.4390947706997392,1.5114650391042228,2.0,-0.17125064879655844,0.0
7796,2014,4782,1523,Danilo D&#039;Ambrosio,h,DR,1332.0,0.0,2.0,11.0,6.0,0.0,0.46681201271712747,1.5950725041329856,2.0,-0.004491457715630642,0.0
8170,2014,4797,1523,Danilo D&#039;Ambrosio,a,DR,1422.0,0.0,2.0,13.0,6.0,0.0,0.5008015651255843,1.8460234366357322,2.0,0.34842813201248635,0.0
8206,2014,4799,1523,Danilo D&#039;Ambrosio,h,DR,1492.0,0.0,2.0,13.0,7.0,0.0,0.5008015651255843,1.8835112042725082,2.0,-0.11408410035073763,0.0
8469,2014,4810,1523,Danilo D&#039;Ambrosio,a,DR,1582.0,0.0,2.0,14.0,7.0,0.0,0.807430954650044,1.8835112042725082,2.0,0.805804068222642,0.0
