,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
4027,2014,4968,1126,M&#039;Baye Niang,a,FWR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4685,2014,4996,1126,M&#039;Baye Niang,a,Sub,49.0,0.0,0.0,2.0,1.0,0.0,0.1165812164545059,0.0,0.0,-0.1502563506364822,0.0
4695,2014,4997,1126,M&#039;Baye Niang,h,FWL,85.0,0.0,0.0,4.0,2.0,0.0,0.1744717843830585,0.0,0.0,-0.47658464685082436,0.0
5126,2014,4935,1126,M&#039;Baye Niang,a,FWL,159.0,0.0,0.0,6.0,2.0,0.0,0.284744057804346,0.517238199710846,0.0,0.3714703731238842,0.0
5255,2014,4941,1126,M&#039;Baye Niang,h,FWL,234.0,0.0,0.0,10.0,2.0,0.0,0.5762526132166385,0.8574341833591461,0.0,1.5861920230090618,0.0
5590,2014,4955,1126,M&#039;Baye Niang,a,FWL,310.0,2.0,0.0,14.0,2.0,0.0,1.4779914952814577,0.8574341833591461,6.0,4.29140866920352,6.0
5911,2014,4893,1126,M&#039;Baye Niang,a,FWR,391.0,2.0,1.0,16.0,2.0,0.0,1.5870594419538973,1.4396287500858307,7.0,5.200807075947523,1.0
6087,2014,4901,1126,M&#039;Baye Niang,h,FW,473.0,3.0,1.0,19.0,2.0,0.0,1.9702511467039583,1.4820735827088356,10.0,6.392827022820711,3.0
6362,2014,4912,1126,M&#039;Baye Niang,a,FWL,544.0,3.0,1.0,20.0,2.0,0.0,2.010051097720861,1.4820735827088356,10.0,6.51222687587142,0.0
6769,2014,4840,1126,M&#039;Baye Niang,h,FW,591.0,3.0,1.0,22.0,2.0,0.0,2.0703962482511993,1.4820735827088356,10.0,6.693262327462435,0.0
7154,2014,4856,1126,M&#039;Baye Niang,a,FW,681.0,4.0,1.0,27.0,3.0,0.0,2.989018682390451,1.8119481280446053,13.0,9.27900417521596,3.0
7671,2014,4878,1126,M&#039;Baye Niang,a,FW,771.0,4.0,1.0,27.0,3.0,0.0,2.989018682390451,1.8549938909709454,13.0,9.3220499381423,0.0
7791,2014,4781,1126,M&#039;Baye Niang,a,FW,856.0,5.0,2.0,33.0,3.0,0.0,3.643894616514444,2.6124218218028545,17.0,12.044105671346188,4.0
8189,2014,4798,1126,M&#039;Baye Niang,h,AMC,946.0,5.0,2.0,35.0,3.0,0.0,3.793230358511209,2.6517618522047997,17.0,12.531452927738428,0.0
