,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
398,2014,5115,1502,Marco D&#039;Alessandro,a,ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,2014,5126,1502,Marco D&#039;Alessandro,h,ML,51.0,0.0,0.0,1.0,1.0,0.0,0.0765348151326179,0.0,0.0,-0.2703955546021461,0.0
803,2014,5132,1502,Marco D&#039;Alessandro,a,ML,112.0,0.0,0.0,5.0,1.0,0.0,0.2189870849251746,0.3632174730300903,0.0,0.5201787278056145,0.0
1552,2014,5084,1502,Marco D&#039;Alessandro,h,FWR,166.0,0.0,0.0,5.0,1.0,0.0,0.2189870849251746,0.3632174730300903,0.0,0.5201787278056145,0.0
1753,2014,5092,1502,Marco D&#039;Alessandro,a,FWR,243.0,0.0,0.0,5.0,1.0,0.0,0.2189870849251746,0.3632174730300903,0.0,0.5201787278056145,0.0
2890,2014,5062,1502,Marco D&#039;Alessandro,a,Sub,289.0,0.0,0.0,5.0,1.0,0.0,0.2189870849251746,0.3632174730300903,0.0,0.5201787278056145,0.0
3204,2014,5006,1502,Marco D&#039;Alessandro,h,Sub,368.0,0.0,0.0,5.0,1.0,0.0,0.2189870849251746,0.3632174730300903,0.0,0.5201787278056145,0.0
3331,2014,5011,1502,Marco D&#039;Alessandro,a,Sub,427.0,0.0,0.0,6.0,1.0,0.0,0.5252251401543616,0.3632174730300903,0.0,1.4388928934931755,0.0
3914,2014,4963,1502,Marco D&#039;Alessandro,a,ML,455.0,0.0,0.0,6.0,1.0,0.0,0.5252251401543616,0.3632174730300903,0.0,1.4388928934931755,0.0
4308,2014,4980,1502,Marco D&#039;Alessandro,a,Sub,513.0,0.0,0.0,6.0,2.0,0.0,0.5252251401543616,0.3993437141180038,0.0,0.975019134581089,0.0
4541,2014,4990,1502,Marco D&#039;Alessandro,a,Sub,534.0,0.0,0.0,6.0,2.0,0.0,0.5252251401543616,0.4719050750136375,0.0,1.0475804954767227,0.0
5404,2014,4947,1502,Marco D&#039;Alessandro,a,Sub,555.0,0.0,0.0,6.0,2.0,0.0,0.5252251401543616,0.4719050750136375,0.0,1.0475804954767227,0.0
5938,2014,4894,1502,Marco D&#039;Alessandro,a,Sub,594.0,0.0,0.0,6.0,2.0,0.0,0.5252251401543616,0.4978872463107108,0.0,1.073562666773796,0.0
6606,2014,4833,1502,Marco D&#039;Alessandro,h,Sub,638.0,0.0,0.0,6.0,3.0,0.0,0.5252251401543616,0.4978872463107108,0.0,0.5735626667737961,0.0
7309,2014,4863,1502,Marco D&#039;Alessandro,h,Sub,680.0,0.0,0.0,6.0,3.0,0.0,0.5252251401543616,0.5774928182363509,0.0,0.6531682386994362,0.0
7601,2014,4875,1502,Marco D&#039;Alessandro,a,Sub,699.0,0.0,0.0,6.0,4.0,0.0,0.5252251401543616,0.6866056993603705,0.0,0.2622811198234558,0.0
7847,2014,4784,1502,Marco D&#039;Alessandro,h,MR,721.0,0.0,0.0,7.0,4.0,0.0,0.580208584666252,0.6866056993603705,0.0,0.42723145335912704,0.0
8080,2014,4793,1502,Marco D&#039;Alessandro,a,FWR,791.0,0.0,0.0,9.0,4.0,0.0,0.6873097717761992,0.6866056993603705,0.0,0.7485350146889687,0.0
8304,2014,4803,1502,Marco D&#039;Alessandro,h,MC,849.0,0.0,1.0,10.0,4.0,0.0,0.9807134866714476,1.0467103496193884,1.0,1.9888508096337318,1.0
