,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB
0,2014,5149,1344,Nicolas Frey,h,DR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01918325386941433,0.0,0.01918325386941433
1,2014,5149,1331,Dario Dainelli,h,DC,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5
2,2014,5149,1572,Bostjan Cesar,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2014,5149,1164,Cristiano Biraghi,h,DL,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009113184176385403,0.0,0.009113184176385403
4,2014,5149,1339,Mariano Izco,h,MC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2014,5149,1334,Perparim Hetemaj,h,MC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04155423864722252,0.0,0.04155423864722252
6,2014,5149,3490,Thomas Mangani,h,MC,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5
7,2014,5149,3873,Ezequiel Schelotto,h,AMC,47.0,0.0,0.0,2.0,0.0,0.0,0.0628838837146759,0.04272649064660072,0.0,0.23137814179062843
8,2014,5149,1336,Valter Birsa,h,AMC,90.0,0.0,0.0,1.0,0.0,0.0,0.015838582068681717,0.04370063543319702,0.0,0.09121638163924217
9,2014,5149,1188,Maxi López,h,FW,90.0,0.0,0.0,3.0,0.0,0.0,0.4069201648235321,0.0,0.0,1.2207604944705963
10,2014,5149,1112,Isaac Cofie,h,Sub,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2014,5149,716,Alberto Paloschi,h,Sub,43.0,0.0,0.0,1.0,0.0,0.0,0.025715654715895653,0.0,0.0,0.07714696414768696
12,2014,5149,1341,Ivan Radovanovic,h,Sub,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2014,5149,528,Angelo Ogbonna,a,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2014,5149,1942,Martín Cáceres,a,DC,90.0,0.0,0.0,3.0,0.0,0.0,0.5460981130599976,0.0,0.0,1.6382943391799927
15,2014,5149,1287,Leonardo Bonucci,a,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2014,5149,1303,Stephan Lichtsteiner,a,DMR,90.0,0.0,0.0,1.0,0.0,0.0,0.06003686413168907,0.49807554483413696,0.0,0.6781861372292042
17,2014,5149,1587,Kwadwo Asamoah,a,DML,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04442853480577469,0.0,0.04442853480577469
18,2014,5149,1300,Claudio Marchisio,a,MC,90.0,0.0,0.0,2.0,0.0,0.0,0.12028749287128448,0.0,0.0,0.36086247861385345
19,2014,5149,222,Arturo Vidal,a,MC,87.0,0.0,0.0,3.0,1.0,0.0,0.7608150839805603,0.15556150674819946,0.0,1.9380067586898804
20,2014,5149,1740,Paul Pogba,a,MC,90.0,0.0,0.0,2.0,0.0,0.0,0.08727659285068512,0.11822406947612762,0.0,0.380053848028183
21,2014,5149,3848,Carlos Tévez,a,AMC,90.0,0.0,0.0,4.0,0.0,0.0,0.5617055892944336,0.6969122290611267,0.0,2.3820289969444275
22,2014,5149,226,Kingsley Coman,a,FW,69.0,0.0,0.0,4.0,0.0,0.0,0.18678371608257294,0.0,0.0,0.5603511482477188
23,2014,5149,1728,Fernando Llorente,a,Sub,21.0,0.0,0.0,2.0,0.0,0.0,0.1216992661356926,0.07154372334480286,0.0,0.43664152175188065
24,2014,5150,1438,Vasilis Torosidis,h,DR,90.0,0.0,0.0,3.0,1.0,0.0,0.13251923024654388,0.0,0.0,-0.10244230926036835
25,2014,5150,1246,Kostas Manolas,h,DC,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2014,5150,1419,Davide Astori,h,DC,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5
27,2014,5150,3817,Ashley Cole,h,DL,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5
28,2014,5150,1251,Radja Nainggolan,h,MC,90.0,1.0,1.0,3.0,0.0,0.0,0.11663452535867691,1.3736289739608765,4.0,1.7235325500369072
29,2014,5150,1290,Miralem Pjanic,h,MC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44677212834358215,0.0,0.44677212834358215
30,2014,5150,1249,Daniele De Rossi,h,MC,90.0,0.0,0.0,1.0,0.0,0.0,0.014500841498374939,0.0,0.0,0.04350252449512482
31,2014,5150,827,Juan Iturbe,h,FWR,78.0,0.0,0.0,3.0,0.0,0.0,0.1414654403924942,0.01782684586942196,0.0,0.44222316704690456
32,2014,5150,1255,Francesco Totti,h,FW,71.0,0.0,0.0,2.0,1.0,0.0,0.06724907457828522,0.0545734278857708,0.0,-0.24367934837937355
33,2014,5150,1943,Gervinho,h,FWL,90.0,1.0,0.0,5.0,0.0,0.0,1.682171106338501,0.0932769626379013,3.0,5.139790281653404
34,2014,5150,1254,Alessandro Florenzi,h,Sub,19.0,0.0,0.0,1.0,0.0,0.0,0.01782684586942196,0.0,0.0,0.05348053760826588
35,2014,5150,2011,Seydou Keita,h,Sub,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692646980285645,0.0,0.07692646980285645
36,2014,5150,1435,Nenad Tomovic,a,DR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2014,5150,1418,Gonzalo Rodríguez,a,DC,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5
38,2014,5150,2263,Stefan Savic,a,DC,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5
39,2014,5150,1621,Marcos Alonso,a,DL,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02591051161289215,0.0,-0.47408948838710785
40,2014,5150,3811,Joshua Brillante,a,MR,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2014,5150,3886,David Pizarro,a,MC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047178078442811966,0.0,0.047178078442811966
42,2014,5150,1422,Borja Valero,a,MC,90.0,0.0,0.0,1.0,0.0,0.0,0.008830074220895767,0.0,0.0,0.0264902226626873
43,2014,5150,2448,Juan Vargas,a,ML,73.0,0.0,0.0,1.0,0.0,0.0,0.008737253025174141,0.20103441178798676,0.0,0.22724617086350918
44,2014,5150,3887,Mario Gomez,a,FW,90.0,0.0,0.0,1.0,0.0,0.0,0.02591051161289215,0.0,0.0,0.07773153483867645
45,2014,5150,1434,Khouma Babacar,a,FW,64.0,0.0,0.0,1.0,0.0,0.0,0.12538030743598938,0.008737253025174141,0.0,0.3848781753331423
46,2014,5150,1167,Alberto Aquilani,a,Sub,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011245770379900932,0.0,-0.48875422962009907
