,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
7,2015,554,Genoa,Palermo,Genoa,0,0,0.0,0.0,0,2015-08-23 22:45:00
36,2015,569,Genoa,Genoa,Verona,0,1,0.77741,1.63924,90,2015-08-30 22:45:00
41,2015,571,Genoa,Fiorentina,Genoa,2,1,2.81029,2.160036,180,2015-09-12 20:00:00
66,2015,584,Genoa,Genoa,Juventus,2,2,3.4228440000000004,2.837732,270,2015-09-20 17:00:00
83,2015,592,Genoa,Lazio,Genoa,2,4,3.8054580000000007,5.016812,360,2015-09-23 22:45:00
104,2015,603,Genoa,Genoa,AC Milan,2,6,4.151383000000001,5.829666,450,2015-09-27 14:30:00
131,2015,616,Genoa,Udinese,Genoa,3,6,4.807684000000001,6.777238,540,2015-10-04 17:00:00
148,2015,625,Genoa,Genoa,Chievo,4,7,6.226044000000001,8.142567999999999,630,2015-10-18 17:00:00
161,2015,631,Genoa,Empoli,Genoa,7,9,7.475714000000001,10.282467999999998,720,2015-10-24 17:00:00
197,2015,649,Genoa,Torino,Genoa,7,11,8.025935,11.884817999999997,810,2015-10-28 23:45:00
206,2015,654,Genoa,Genoa,Napoli,10,14,9.605155,13.341847999999997,900,2015-11-01 18:00:00
235,2015,668,Genoa,Frosinone,Genoa,10,14,10.082691,14.622597999999996,990,2015-11-08 18:00:00
254,2015,678,Genoa,Genoa,Sassuolo,12,16,11.869211,15.892057999999997,1080,2015-11-22 18:00:00
268,2015,685,Genoa,Genoa,Carpi,14,17,12.800351,16.955247999999997,1170,2015-11-29 18:00:00
285,2015,693,Genoa,Inter,Genoa,15,19,13.466614,19.016907999999997,1260,2015-12-05 23:45:00
300,2015,701,Genoa,Genoa,Bologna,15,20,13.5628573,20.042868,1350,2015-12-12 18:00:00
329,2015,715,Genoa,Roma,Genoa,15,21,15.8600573,20.931977,1440,2015-12-20 18:00:00
338,2015,720,Genoa,Genoa,Sampdoria,15,23,16.748892299999998,23.054297,1530,2016-01-05 23:45:00
367,2015,734,Genoa,Atalanta,Genoa,17,26,18.774332299999998,24.232957,1620,2016-01-10 18:00:00
384,2015,743,Genoa,Genoa,Palermo,19,26,20.073062299999997,24.897585,1710,2016-01-17 15:30:00
413,2015,757,Genoa,Verona,Genoa,23,26,23.0092023,25.310824999999998,1800,2016-01-24 18:00:00
434,2015,768,Genoa,Genoa,Fiorentina,24,27,23.681982299999998,27.053855,1890,2016-01-31 18:00:00
449,2015,775,Genoa,Juventus,Genoa,24,27,24.619256299999996,27.638081999999997,1980,2016-02-03 23:45:00
462,2015,782,Genoa,Genoa,Lazio,24,28,24.803617299999996,28.354943,2070,2016-02-06 23:45:00
491,2015,796,Genoa,AC Milan,Genoa,24,28,25.138710299999996,28.876787999999998,2160,2016-02-14 15:30:00
506,2015,804,Genoa,Genoa,Udinese,25,30,26.220860299999995,29.620399,2250,2016-02-21 18:00:00
529,2015,815,Genoa,Chievo,Genoa,27,31,29.245630299999995,31.359759,2340,2016-02-28 18:00:00
552,2015,827,Genoa,Genoa,Empoli,27,32,29.771715299999993,33.129229,2430,2016-03-06 18:00:00
574,2015,838,Genoa,Genoa,Torino,28,32,30.830695299999995,34.160659,2520,2016-03-13 18:00:00
597,2015,849,Genoa,Napoli,Genoa,31,34,33.35224529999999,35.427039,2610,2016-03-20 21:00:00
612,2015,857,Genoa,Genoa,Frosinone,32,37,33.821295299999996,37.885019,2700,2016-04-03 17:00:00
623,2015,862,Genoa,Sassuolo,Genoa,36,37,35.903605299999995,38.253708,2790,2016-04-09 20:00:00
643,2015,872,Genoa,Carpi,Genoa,37,37,36.607895299999996,38.989339,2880,2016-04-16 20:00:00
674,2015,888,Genoa,Genoa,Inter,38,41,37.98436529999999,42.154129,2970,2016-04-20 22:45:00
689,2015,895,Genoa,Bologna,Genoa,39,41,38.983165299999996,43.304278999999994,3060,2016-04-24 17:00:00
716,2015,909,Genoa,Genoa,Roma,39,43,39.47487829999999,44.257509999999996,3150,2016-05-02 21:00:00
727,2015,914,Genoa,Sampdoria,Genoa,41,46,40.52890829999999,46.58228999999999,3240,2016-05-08 17:00:00
750,2015,926,Genoa,Genoa,Atalanta,44,46,42.72898829999999,47.276343999999995,3330,2016-05-15 20:00:00
