,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
9,2015,555,Carpi,Sampdoria,Carpi,0,0,0.0,0.0,0,2015-08-23 22:45:00
32,2015,567,Carpi,Carpi,Inter,2,5,2.67392,1.40755,90,2015-08-30 22:45:00
49,2015,575,Carpi,Palermo,Carpi,3,7,3.5399909999999997,4.44099,180,2015-09-13 17:00:00
76,2015,589,Carpi,Carpi,Fiorentina,5,9,4.452204999999999,5.75992,270,2015-09-20 20:00:00
88,2015,595,Carpi,Carpi,Napoli,5,10,5.949425,6.178327,360,2015-09-23 22:45:00
101,2015,601,Carpi,Roma,Carpi,5,10,6.311748,7.344177,450,2015-09-26 20:00:00
120,2015,611,Carpi,Carpi,Torino,6,15,7.8281979999999995,10.810787000000001,540,2015-10-03 20:00:00
155,2015,628,Carpi,Atalanta,Carpi,8,16,8.70833,12.024927000000002,630,2015-10-18 17:00:00
162,2015,632,Carpi,Carpi,Bologna,8,19,9.738620000000001,14.263537000000001,720,2015-10-24 20:00:00
183,2015,642,Carpi,Frosinone,Carpi,9,21,10.558742,16.233077,810,2015-10-28 23:45:00
210,2015,656,Carpi,Carpi,Verona,10,23,11.199351,17.237757000000002,900,2015-11-01 18:00:00
227,2015,664,Carpi,Sassuolo,Carpi,10,23,12.444631,17.76291,990,2015-11-08 18:00:00
250,2015,676,Carpi,Carpi,Chievo,10,24,12.715966,19.140240000000002,1080,2015-11-22 18:00:00
269,2015,685,Carpi,Genoa,Carpi,11,26,13.665232,19.675718000000003,1170,2015-11-29 18:00:00
298,2015,700,Carpi,Carpi,AC Milan,13,27,15.726892,20.341981000000004,1260,2015-12-06 23:45:00
311,2015,706,Carpi,Empoli,Carpi,13,27,16.140757,21.201253000000005,1350,2015-12-13 18:00:00
320,2015,711,Carpi,Carpi,Juventus,13,30,17.536827000000002,22.962833000000003,1440,2015-12-20 15:30:00
351,2015,726,Carpi,Lazio,Carpi,15,33,18.537647000000003,24.628873000000002,1530,2016-01-06 18:00:00
358,2015,730,Carpi,Carpi,Udinese,15,33,18.732096000000002,25.074754000000002,1620,2016-01-09 18:00:00
394,2015,748,Carpi,Carpi,Sampdoria,17,34,20.231186,25.401178,1710,2016-01-17 18:00:00
409,2015,755,Carpi,Inter,Carpi,19,35,21.570386,27.706598,1800,2016-01-24 18:00:00
420,2015,761,Carpi,Carpi,Palermo,20,36,22.256244,29.930988,1890,2016-01-30 18:00:00
445,2015,773,Carpi,Fiorentina,Carpi,21,37,23.441913999999997,30.912883,1980,2016-02-03 23:45:00
471,2015,786,Carpi,Napoli,Carpi,22,39,24.401134999999996,31.543064,2070,2016-02-07 18:00:00
482,2015,792,Carpi,Carpi,Roma,22,40,24.482172799999997,33.814304,2160,2016-02-12 23:45:00
513,2015,807,Carpi,Torino,Carpi,23,43,25.356155799999996,36.099624,2250,2016-02-21 18:00:00
532,2015,817,Carpi,Carpi,Atalanta,23,43,25.655208799999997,37.339014,2340,2016-02-28 18:00:00
555,2015,828,Carpi,Bologna,Carpi,24,44,27.093658799999996,38.286122999999996,2430,2016-03-06 18:00:00
570,2015,836,Carpi,Carpi,Frosinone,24,44,27.378683799999997,39.448212999999996,2520,2016-03-13 18:00:00
587,2015,844,Carpi,Verona,Carpi,26,45,29.162353799999998,40.72285299999999,2610,2016-03-20 18:00:00
600,2015,851,Carpi,Carpi,Sassuolo,28,46,30.4115538,41.41252299999999,2700,2016-04-02 20:00:00
625,2015,863,Carpi,Chievo,Carpi,29,49,31.8114138,43.21821299999999,2790,2016-04-09 20:00:00
642,2015,872,Carpi,Carpi,Genoa,29,50,32.5327918,44.444872999999994,2880,2016-04-16 20:00:00
679,2015,890,Carpi,AC Milan,Carpi,33,51,35.697581799999995,45.82134299999999,2970,2016-04-21 22:45:00
698,2015,900,Carpi,Carpi,Empoli,33,51,35.96069179999999,46.85172299999999,3060,2016-04-25 21:00:00
705,2015,903,Carpi,Juventus,Carpi,34,51,37.66137179999999,47.54809499999999,3150,2016-05-01 14:30:00
734,2015,918,Carpi,Carpi,Lazio,34,53,38.16863779999999,48.523304999999986,3240,2016-05-08 17:00:00
755,2015,928,Carpi,Udinese,Carpi,35,56,41.61011779999999,50.505954999999986,3330,2016-05-15 22:45:00
