,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
13,2015,557,Atalanta,Inter,Atalanta,0,0,0.0,0.0,0,2015-08-23 22:45:00
38,2015,570,Atalanta,Atalanta,Frosinone,0,1,0.380583,1.03572,90,2015-08-30 22:45:00
51,2015,576,Atalanta,Sassuolo,Atalanta,2,1,3.5360430000000003,1.872239,180,2015-09-13 17:00:00
72,2015,587,Atalanta,Atalanta,Verona,4,3,4.860483,3.134409,270,2015-09-20 17:00:00
99,2015,600,Atalanta,Empoli,Atalanta,5,4,5.782256,3.8883129999999997,360,2015-09-24 22:45:00
118,2015,610,Atalanta,Atalanta,Sampdoria,6,4,6.472955000000001,4.607322,450,2015-09-28 23:00:00
139,2015,620,Atalanta,Fiorentina,Atalanta,8,5,8.502445000000002,5.389851999999999,540,2015-10-04 22:45:00
154,2015,628,Atalanta,Atalanta,Carpi,8,8,8.981627000000001,8.631162,630,2015-10-18 17:00:00
173,2015,637,Atalanta,Juventus,Atalanta,11,8,11.220237000000001,9.661452,720,2015-10-25 18:00:00
192,2015,647,Atalanta,Atalanta,Lazio,11,10,11.33309,12.799702,810,2015-10-28 23:45:00
209,2015,655,Atalanta,Bologna,Atalanta,13,11,11.74078,12.988787,900,2015-11-01 18:00:00
223,2015,662,Atalanta,AC Milan,Atalanta,13,14,12.99456,14.366517,990,2015-11-07 23:45:00
256,2015,679,Atalanta,Atalanta,Torino,13,14,14.28796,14.81134,1080,2015-11-22 18:00:00
265,2015,683,Atalanta,Roma,Atalanta,13,15,15.184738,16.36273,1170,2015-11-29 18:00:00
288,2015,695,Atalanta,Atalanta,Palermo,15,15,16.527458,17.263714999999998,1260,2015-12-06 18:00:00
309,2015,705,Atalanta,Chievo,Atalanta,18,15,18.045078,18.109018,1350,2015-12-13 18:00:00
324,2015,713,Atalanta,Atalanta,Napoli,18,16,18.153385,19.667848,1440,2015-12-20 18:00:00
341,2015,721,Atalanta,Udinese,Atalanta,19,19,18.952943,23.486908,1530,2016-01-06 15:30:00
366,2015,734,Atalanta,Atalanta,Genoa,20,21,20.054293,25.400528,1620,2016-01-10 18:00:00
378,2015,740,Atalanta,Atalanta,Inter,20,23,20.718921,26.699258,1710,2016-01-16 18:00:00
401,2015,751,Atalanta,Frosinone,Atalanta,21,24,22.406281,27.417829,1800,2016-01-23 21:00:00
422,2015,762,Atalanta,Atalanta,Sassuolo,21,24,23.382015,28.218667,1890,2016-01-30 21:00:00
459,2015,780,Atalanta,Verona,Atalanta,22,25,24.512665,29.126074,1980,2016-02-03 23:45:00
476,2015,789,Atalanta,Atalanta,Empoli,23,27,25.873635,30.668394,2070,2016-02-07 21:00:00
495,2015,798,Atalanta,Sampdoria,Atalanta,23,27,26.857289,31.257251,2160,2016-02-14 18:00:00
510,2015,806,Atalanta,Atalanta,Fiorentina,23,27,27.078879,32.181173,2250,2016-02-21 18:00:00
533,2015,817,Atalanta,Carpi,Atalanta,25,30,29.112389,34.125243,2340,2016-02-28 18:00:00
550,2015,826,Atalanta,Atalanta,Juventus,26,31,30.059498,35.563693,2430,2016-03-06 18:00:00
577,2015,839,Atalanta,Lazio,Atalanta,26,33,30.719438,36.731263,2520,2016-03-13 23:45:00
584,2015,843,Atalanta,Atalanta,Bologna,26,35,31.495902,38.173362999999995,2610,2016-03-20 15:30:00
614,2015,858,Atalanta,Atalanta,AC Milan,28,35,35.411852,38.551072,2700,2016-04-03 17:00:00
633,2015,867,Atalanta,Torino,Atalanta,30,36,36.752782,40.075182,2790,2016-04-10 17:00:00
646,2015,874,Atalanta,Atalanta,Roma,31,38,37.746062,40.949134,2880,2016-04-17 14:30:00
667,2015,884,Atalanta,Palermo,Atalanta,34,41,40.236642,43.057294,2970,2016-04-20 22:45:00
690,2015,896,Atalanta,Atalanta,Chievo,36,43,42.490262,45.704914,3060,2016-04-24 17:00:00
719,2015,910,Atalanta,Napoli,Atalanta,37,43,43.429699,46.052131,3150,2016-05-02 23:00:00
732,2015,917,Atalanta,Atalanta,Udinese,38,45,43.601711,48.581951000000004,3240,2016-05-08 17:00:00
751,2015,926,Atalanta,Genoa,Atalanta,39,46,44.722601000000004,48.852952,3330,2016-05-15 20:00:00
