,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
17,2015,559,AC Milan,Fiorentina,AC Milan,0,0,0.0,0.0,0,2015-08-23 22:45:00
22,2015,562,AC Milan,AC Milan,Empoli,0,2,0.586002,1.93344,90,2015-08-29 22:45:00
57,2015,579,AC Milan,Inter,AC Milan,2,3,1.6369920000000002,2.95221,180,2015-09-13 22:45:00
62,2015,582,AC Milan,AC Milan,Palermo,2,4,2.462588,4.81123,270,2015-09-19 22:45:00
81,2015,591,AC Milan,Udinese,AC Milan,5,6,3.761158,6.1610700000000005,360,2015-09-22 22:45:00
105,2015,603,AC Milan,Genoa,AC Milan,8,8,4.411493,7.22879,450,2015-09-27 14:30:00
136,2015,619,AC Milan,AC Milan,Napoli,8,9,5.359065,7.885091,540,2015-10-04 22:45:00
143,2015,622,AC Milan,Torino,AC Milan,8,13,5.739408,9.699591,630,2015-10-17 22:45:00
170,2015,636,AC Milan,AC Milan,Sassuolo,9,14,6.5339,10.036007,720,2015-10-25 18:00:00
186,2015,644,AC Milan,AC Milan,Chievo,11,15,8.47843,10.140569,810,2015-10-28 23:45:00
215,2015,658,AC Milan,Lazio,AC Milan,12,15,9.98153,10.323087,900,2015-11-01 23:45:00
222,2015,662,AC Milan,AC Milan,Atalanta,15,16,11.959689999999998,10.693416,990,2015-11-07 23:45:00
243,2015,672,AC Milan,Juventus,AC Milan,15,16,12.404512999999998,11.986816,1080,2015-11-21 23:45:00
262,2015,682,AC Milan,AC Milan,Sampdoria,15,17,12.984359999999999,12.996746,1170,2015-11-28 23:45:00
299,2015,700,AC Milan,Carpi,AC Milan,19,18,16.68045,14.145336,1260,2015-12-06 23:45:00
306,2015,704,AC Milan,AC Milan,Verona,19,18,17.539722,14.559201,1350,2015-12-13 18:00:00
335,2015,718,AC Milan,Frosinone,AC Milan,20,19,18.985932000000002,15.628521,1440,2015-12-20 21:00:00
352,2015,727,AC Milan,AC Milan,Bologna,24,21,22.926022000000003,16.661931,1530,2016-01-06 18:00:00
363,2015,732,AC Milan,Roma,AC Milan,24,22,24.699872000000003,17.913621,1620,2016-01-09 23:45:00
396,2015,749,AC Milan,AC Milan,Fiorentina,25,23,25.896532000000004,18.945441,1710,2016-01-17 23:45:00
403,2015,752,AC Milan,Empoli,AC Milan,27,23,26.943722000000005,19.767439,1800,2016-01-23 23:45:00
438,2015,770,AC Milan,AC Milan,Inter,29,25,28.123862000000006,21.074029,1890,2016-01-31 23:45:00
451,2015,776,AC Milan,Palermo,AC Milan,32,25,30.441502000000007,22.831799,1980,2016-02-03 23:45:00
474,2015,788,AC Milan,AC Milan,Udinese,34,25,32.77990200000001,23.528939,2070,2016-02-07 18:00:00
490,2015,796,AC Milan,AC Milan,Genoa,35,26,34.70680200000001,24.983349,2160,2016-02-14 15:30:00
519,2015,810,AC Milan,Napoli,AC Milan,37,27,35.45041300000001,26.065499,2250,2016-02-23 00:00:00
522,2015,812,AC Milan,AC Milan,Torino,38,28,36.04410900000001,27.470269,2340,2016-02-27 23:45:00
549,2015,825,AC Milan,Sassuolo,AC Milan,39,28,37.385049000000016,28.148273,2430,2016-03-06 18:00:00
567,2015,834,AC Milan,Chievo,AC Milan,39,30,38.58356900000002,29.805623,2520,2016-03-13 15:30:00
598,2015,850,AC Milan,AC Milan,Lazio,39,30,39.32853700000002,30.793799,2610,2016-03-20 23:45:00
615,2015,858,AC Milan,Atalanta,AC Milan,40,31,40.83671700000002,31.509079,2700,2016-04-03 17:00:00
626,2015,864,AC Milan,AC Milan,Juventus,41,33,42.36082700000002,32.850009,2790,2016-04-09 22:45:00
659,2015,880,AC Milan,Sampdoria,AC Milan,42,35,43.82164700000002,33.619131,2880,2016-04-17 22:45:00
678,2015,890,AC Milan,AC Milan,Carpi,43,35,45.25801700000002,33.973449,2970,2016-04-21 22:45:00
697,2015,899,AC Milan,Verona,AC Milan,43,35,46.28839700000002,34.236559,3060,2016-04-25 19:00:00
710,2015,906,AC Milan,AC Milan,Frosinone,44,37,47.706637000000015,36.901249,3150,2016-05-01 17:00:00
723,2015,912,AC Milan,Bologna,AC Milan,47,40,51.29379700000001,37.548463,3240,2016-05-07 22:45:00
744,2015,923,AC Milan,AC Milan,Roma,48,40,52.53149700000001,38.631513,3330,2016-05-14 22:45:00
