,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
19,2015,560,Torino,Frosinone,Torino,0,0,0.0,0.0,0,2015-08-23 22:45:00
26,2015,564,Torino,Torino,Fiorentina,2,1,1.99731,0.895109,90,2015-08-30 22:45:00
47,2015,574,Torino,Verona,Torino,5,2,2.644108,1.734928,180,2015-09-13 14:30:00
70,2015,586,Torino,Torino,Sampdoria,7,4,3.570752,3.351938,270,2015-09-20 17:00:00
91,2015,596,Torino,Chievo,Torino,9,4,6.201942000000001,4.150329,360,2015-09-23 22:45:00
110,2015,606,Torino,Torino,Palermo,9,5,6.353204000000001,4.576325,450,2015-09-27 17:00:00
121,2015,611,Torino,Carpi,Torino,11,6,6.931628000000001,4.957065999999999,540,2015-10-03 20:00:00
142,2015,622,Torino,Torino,AC Milan,12,8,8.145768,5.837197999999999,630,2015-10-17 22:45:00
175,2015,638,Torino,Lazio,Torino,13,9,8.482184,6.631689999999999,720,2015-10-25 21:00:00
196,2015,649,Torino,Torino,Genoa,13,12,8.797594,7.941679999999999,810,2015-10-28 23:45:00
201,2015,651,Torino,Juventus,Torino,16,15,10.254624,9.5209,900,2015-10-31 21:00:00
224,2015,663,Torino,Torino,Inter,17,17,11.008459,10.99268,990,2015-11-08 15:30:00
257,2015,679,Torino,Atalanta,Torino,17,18,12.353249,11.881918,1080,2015-11-22 18:00:00
260,2015,681,Torino,Torino,Bologna,18,18,13.904639,12.778696,1170,2015-11-28 21:00:00
282,2015,692,Torino,Torino,Roma,20,18,15.232879,12.874462,1260,2015-12-05 18:00:00
332,2015,717,Torino,Torino,Udinese,21,19,16.877729000000002,13.112419,1350,2015-12-20 21:00:00
357,2015,729,Torino,Napoli,Torino,21,20,17.379719,14.633849,1440,2016-01-06 23:45:00
370,2015,736,Torino,Torino,Empoli,22,22,18.438179,15.994659,1530,2016-01-10 18:00:00
380,2015,741,Torino,Torino,Frosinone,22,23,20.379789000000002,17.226739000000002,1620,2016-01-16 21:00:00
399,2015,750,Torino,Sassuolo,Torino,26,25,22.987099,17.878634,1710,2016-01-20 23:45:00
405,2015,753,Torino,Fiorentina,Torino,27,26,23.947358,19.475914000000003,1800,2016-01-24 15:30:00
430,2015,766,Torino,Torino,Verona,27,28,25.139708000000002,20.310515000000002,1890,2016-01-31 18:00:00
455,2015,778,Torino,Sampdoria,Torino,27,28,26.756528000000003,20.857427,1980,2016-02-03 23:45:00
472,2015,787,Torino,Torino,Chievo,29,30,28.601758000000004,21.616058000000002,2070,2016-02-07 18:00:00
493,2015,797,Torino,Palermo,Torino,30,32,29.556815000000004,22.642818000000002,2160,2016-02-14 18:00:00
512,2015,807,Torino,Torino,Carpi,33,33,32.567695,23.629191000000002,2250,2016-02-21 18:00:00
523,2015,812,Torino,AC Milan,Torino,33,33,33.807085,23.928244000000003,2340,2016-02-27 23:45:00
546,2015,824,Torino,Torino,Lazio,33,34,34.485089,25.269184000000003,2430,2016-03-06 15:30:00
575,2015,838,Torino,Genoa,Torino,34,35,36.976029000000004,26.589454000000003,2520,2016-03-13 18:00:00
592,2015,847,Torino,Torino,Juventus,36,38,38.242409,29.111004000000005,2610,2016-03-20 18:00:00
617,2015,859,Torino,Inter,Torino,37,42,39.827489,30.857774000000006,2700,2016-04-03 22:45:00
632,2015,867,Torino,Torino,Atalanta,39,43,42.126989,32.128964,2790,2016-04-10 17:00:00
641,2015,871,Torino,Bologna,Torino,41,44,43.000941000000005,33.122244,2880,2016-04-16 17:00:00
665,2015,883,Torino,Roma,Torino,42,44,44.070781000000004,33.629653000000005,2970,2016-04-20 22:45:00
684,2015,893,Torino,Torino,Sassuolo,44,47,45.655281,35.826873000000006,3060,2016-04-24 17:00:00
701,2015,901,Torino,Udinese,Torino,45,50,46.612617,37.37731300000001,3150,2016-04-30 20:00:00
736,2015,919,Torino,Torino,Napoli,50,51,47.858327,38.94595300000001,3240,2016-05-08 22:45:00
749,2015,925,Torino,Empoli,Torino,51,53,48.317454000000005,40.65162300000001,3330,2016-05-15 20:00:00
