,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
6,2015,554,Palermo,Palermo,Genoa,0,0,0.0,0.0,0,2015-08-23 22:45:00
29,2015,565,Palermo,Udinese,Palermo,1,0,1.63924,0.77741,90,2015-08-30 22:45:00
48,2015,575,Palermo,Palermo,Carpi,2,0,2.430704,3.0130700000000004,180,2015-09-13 17:00:00
63,2015,582,Palermo,AC Milan,Palermo,4,2,3.749634,3.9252840000000004,270,2015-09-19 22:45:00
84,2015,593,Palermo,Palermo,Sassuolo,6,5,5.099474,5.223854,360,2015-09-23 22:45:00
111,2015,606,Palermo,Torino,Palermo,6,6,5.557916,5.955548,450,2015-09-27 17:00:00
126,2015,614,Palermo,Palermo,Roma,7,8,5.938656999999999,6.533972,540,2015-10-04 17:00:00
145,2015,623,Palermo,Bologna,Palermo,9,12,7.209976999999999,8.556002,630,2015-10-18 14:30:00
164,2015,633,Palermo,Palermo,Inter,10,12,8.875357,10.279902,720,2015-10-24 22:45:00
189,2015,645,Palermo,Napoli,Palermo,11,13,9.936046999999999,12.328642,810,2015-10-28 23:45:00
218,2015,660,Palermo,Palermo,Empoli,11,15,10.200757,13.430072000000001,900,2015-11-03 00:00:00
228,2015,665,Palermo,Palermo,Chievo,11,16,11.324847,14.278258000000001,990,2015-11-08 18:00:00
247,2015,674,Palermo,Lazio,Palermo,12,16,12.187489,15.493008000000001,1080,2015-11-22 18:00:00
274,2015,688,Palermo,Palermo,Juventus,13,17,12.836272,17.016268,1170,2015-11-29 23:45:00
289,2015,695,Palermo,Atalanta,Palermo,13,20,13.295204,18.619248,1260,2015-12-06 18:00:00
302,2015,702,Palermo,Palermo,Frosinone,13,23,14.140507,20.136868,1350,2015-12-12 21:00:00
331,2015,716,Palermo,Sampdoria,Palermo,17,24,16.888247,21.628398,1440,2015-12-20 21:00:00
344,2015,723,Palermo,Palermo,Fiorentina,17,26,17.535792,23.222048,1530,2016-01-06 18:00:00
375,2015,738,Palermo,Verona,Palermo,18,29,18.465999,24.619418,1620,2016-01-10 18:00:00
385,2015,743,Palermo,Genoa,Palermo,19,29,19.591129,27.592728,1710,2016-01-17 15:30:00
416,2015,759,Palermo,Palermo,Udinese,19,33,20.004368999999997,30.528868000000003,1800,2016-01-24 18:00:00
421,2015,761,Palermo,Carpi,Palermo,23,34,21.917868999999996,32.311108000000004,1890,2016-01-30 18:00:00
450,2015,776,Palermo,Palermo,AC Milan,24,35,22.899763999999998,33.496778000000006,1980,2016-02-03 23:45:00
469,2015,785,Palermo,Sassuolo,Palermo,24,37,23.596904,35.835178000000006,2070,2016-02-07 18:00:00
492,2015,797,Palermo,Palermo,Torino,26,39,24.309711,38.115838000000004,2160,2016-02-14 18:00:00
517,2015,809,Palermo,Roma,Palermo,27,42,25.296084,41.126718000000004,2250,2016-02-21 23:45:00
524,2015,813,Palermo,Palermo,Bologna,27,47,25.504065,43.563428,2340,2016-02-28 15:30:00
559,2015,830,Palermo,Inter,Palermo,27,47,26.140874,44.609098,2430,2016-03-06 23:45:00
578,2015,840,Palermo,Palermo,Napoli,28,50,26.910458,45.633998000000005,2520,2016-03-13 23:45:00
581,2015,841,Palermo,Empoli,Palermo,28,51,27.199780999999998,47.660448,2610,2016-03-19 21:00:00
607,2015,854,Palermo,Chievo,Palermo,28,51,27.883083,48.182886,2700,2016-04-03 17:00:00
636,2015,869,Palermo,Palermo,Lazio,29,54,29.690493,49.523026,2790,2016-04-10 22:45:00
651,2015,876,Palermo,Juventus,Palermo,29,57,30.108486,52.578676,2880,2016-04-17 17:00:00
666,2015,884,Palermo,Palermo,Atalanta,29,61,30.805085,54.405516,2970,2016-04-20 22:45:00
683,2015,892,Palermo,Frosinone,Palermo,31,63,33.452704999999995,56.659136,3060,2016-04-24 14:30:00
706,2015,904,Palermo,Palermo,Sampdoria,33,63,34.29449999999999,58.028805999999996,3150,2016-05-01 17:00:00
729,2015,915,Palermo,Fiorentina,Palermo,35,63,35.59131999999999,58.475561,3240,2016-05-08 17:00:00
758,2015,930,Palermo,Palermo,Verona,35,63,35.758152999999986,60.485421,3330,2016-05-15 22:45:00
